1	China	      285,115,000
2	United States	      146,000,000
3	Japan	       64,668,000
4	Germany	       51,800,000
5	Russia	       44,152,000
6	Brazil	       43,026,000
7	France	       39,883,000
8	Indonesia	       38,618,000
9	United Kingdom	       33,230,000
10	India	       32,685,000
11	Korea, South	       29,468,000
12	Iran	       27,767,000
13	Italy	       22,116,000
14	Spain	       19,867,000
15	Mexico	       19,684,000
16	Canada	       18,201,000
17	Taiwan	       16,907,000
18	Turkey	       15,211,000
19	Ukraine	       12,681,000
20	Australia	       10,570,000
21	Vietnam	       10,175,000
22	Argentina	       10,140,000
23	Egypt	        8,714,000
24	Venezuela	        7,332,000
25	Netherlands	        7,135,000
26	Colombia	        7,127,000
27	Poland	        6,853,000
28	Thailand	        6,661,000
29	Greece	        5,745,000
30	Pakistan	        5,722,000
31	Romania	        4,680,000
32	Saudi Arabia	        4,633,000
33	Belgium	        4,631,000
34	Switzerland	        4,613,000
35	Sweden	        4,600,000
36	Portugal	        4,530,000
37	Syria	        4,345,000
38	Hong Kong	        4,342,000
39	Kazakhstan	        4,266,000
40	Malaysia	        4,243,000
41	Belarus	        4,208,000
42	South Africa	        4,127,000
43	Peru	        3,688,000
44	Sri Lanka	        3,608,000
45	Morocco	        3,566,000
46	Philippines	        3,556,000
47	Israel	        3,500,000
48	Austria	        3,388,000
49	Chile	        3,366,000
50	Algeria	        3,059,000
51	Serbia	        3,030,000
52	Hungary	        2,933,000
53	Denmark	        2,515,000
54	Bulgaria	        2,356,000
55	Czech Republic	        2,289,000
56	Ecuador	        2,211,000
57	Ireland	        2,047,000
58	Singapore	        2,017,000
59	Uzbekistan	        1,928,000
60	New Zealand	        1,880,000
61	United Arab Emirates	        1,825,000
62	Iraq	        1,794,000
63	Croatia	        1,761,000
64	Azerbaijan	        1,684,000
65	Guatemala	        1,626,000
66	Norway	        1,529,000
67	Georgia	        1,345,000
68	Costa Rica	        1,234,000
69	Tunisia	        1,218,000
70	Cuba	        1,193,000
71	Moldova	        1,180,000
72	Korea, North	        1,180,000
73	Finland	        1,080,000
74	Yemen	        1,075,000
75	Slovakia	        1,056,000
76	Dominican Republic	        1,044,000
77	El Salvador	        1,030,000
78	Libya	        1,000,000
79	Bangladesh	         977,700
80	Uruguay	         964,900
81	Bosnia and Herzegovina	         955,900
82	Lebanon	         900,000
83	Bolivia	         879,000
84	Slovenia	         872,800
85	Nepal	         845,500
86	Ethiopia	         829,000
87	Puerto Rico	         826,100
88	Lithuania	         723,000
89	Nigeria	         719,400
90	Cameroon	         669,000
91	Honduras	         609,200
92	Armenia	         577,500
93	Panama	         560,200
94	Turkmenistan	         547,000
95	Cambodia	         530,000
96	Burma	         521,100
97	Latvia	         516,300
98	Kuwait	         514,700
99	Kyrgyzstan	         502,000
100	Sudan	         483,600
101	Estonia	         471,900
102	Jordan	         465,400
103	Uganda	         464,800
104	Macedonia	         422,100
105	Cyprus	         405,000
106	Tajikistan	         380,000
107	Mauritius	         374,600
108	Paraguay	         372,400
109	Zimbabwe	         356,000
110	Senegal	         346,400
111	Albania	         338,800
112	Gaza Strip	         337,000
113	West Bank	         337,000
114	Qatar	         306,700
115	Angola	         303,200
116	Oman	         302,945
117	Trinidad and Tobago	         292,000
118	Nicaragua	         287,600
119	Ghana	         284,700
120	Kenya	         283,500
121	Luxembourg	         279,100
122	Bahrain	         276,500
123	Jamaica	         272,100
124	Cote d'Ivoire	         268,200
125	Togo	         240,000
126	Malta	         232,300
127	Iceland	         191,100
128	Mongolia	         187,600
129	Malawi	         173,500
130	Montenegro	         169,500
131	Macau	         165,500
132	Tanzania	         161,100
133	Benin	         152,700
134	Guyana	         152,600
135	Botswana	         149,600
136	Burkina Faso	         141,500
137	Barbados	         140,700
138	Namibia	         140,000
139	Madagascar	         138,100
140	Bahamas, The	         133,000
141	Papua New Guinea	         130,000
142	Fiji	         129,800
143	Laos	         107,600
144	Kosovo	         106,300
145	Mali	         104,700
146	Somalia	         100,000
147	Mozambique	          88,100
148	Niger	          85,900
149	Zambia	          85,700
150	Suriname	          85,500
151	Brunei	          79,800
152	New Caledonia	          76,200
153	Virgin Islands	          75,800
154	Swaziland	          75,800
155	Cape Verde	          74,500
156	Jersey	          73,800
157	Mauritania	          72,300
158	Guam	          65,500
159	Eritrea	          58,500
160	Bermuda	          57,800
161	Congo, Democratic Republic of the	          57,000
162	French Polynesia	          55,000
163	Gambia, The	          50,400
164	Haiti	          50,000
165	Guernsey	          45,100
166	Monaco	          44,500
167	Rwanda	          38,900
168	Lesotho	          38,600
169	Andorra	          38,400
170	Cayman Islands	          37,200
171	Saint Lucia	          35,900
172	Antigua and Barbuda	          35,500
173	Samoa	          35,300
174	Aruba	          35,000
175	Chad	          31,200
176	Tonga	          30,000
177	Burundi	          30,000
178	Belize	          28,800
179	Grenada	          28,400
180	Seychelles	          27,900
181	Bhutan	          27,500
182	British Virgin Islands	          26,800
183	Maldives	          24,100
184	Gibraltar	          24,000
185	Comoros	          23,600
186	Saint Vincent and the Grenadines	          22,700
187	Gabon	          22,500
188	Saint Kitts and Nevis	          20,600
189	Faroe Islands	          20,200
190	Greenland	          19,900
191	Liechtenstein	          19,600
192	San Marino	          18,700
193	Djibouti	          18,400
194	Guinea	          18,000
195	Dominica	          15,500
196	Congo, Republic of the	          14,200
197	Sierra Leone	          14,000
198	Equatorial Guinea	          13,500
199	Afghanistan	          13,500
200	American Samoa	          10,400
201	Micronesia, Federated States of	           8,500
202	Kiribati	           8,500
203	Solomon Islands	           8,400
204	Sao Tome and Principe	           8,000
205	Cook Islands	           7,200
206	Palau	           6,900
207	Anguilla	           6,200
208	Vanuatu	           6,200
209	Central African Republic	           5,400
210	Guinea-Bissau	           5,000
211	Saint Pierre and Miquelon	           4,800
212	Marshall Islands	           4,400
213	Liberia	           3,200
214	Timor-Leste	           3,100
215	Saint Helena, Ascension, and Tristan da Cunha	           3,000
216	Montserrat	           2,600
217	Falkland Islands (Islas Malvinas)	           2,000
218	Nauru	           1,900
219	Tuvalu	           1,400
