1	Chad	        1,100.00
2	Somalia	        1,000.00
3	Sierra Leone	         890.00
4	Central African Republic	         890.00
5	Burundi	         800.00
6	Guinea-Bissau	         790.00
7	Liberia	         770.00
8	Sudan	         730.00
9	Cameroon	         690.00
10	Nigeria	         630.00
11	Lesotho	         620.00
12	Guinea	         610.00
13	Niger	         590.00
14	Zimbabwe	         570.00
15	Congo, Republic of the	         560.00
16	Mali	         540.00
17	Congo, Democratic Republic of the	         540.00
18	Mauritania	         510.00
19	Mozambique	         490.00
20	Laos	         470.00
21	Afghanistan	         460.00
22	Malawi	         460.00
23	Tanzania	         460.00
24	Angola	         450.00
25	Zambia	         440.00
26	Cote d'Ivoire	         400.00
27	Senegal	         370.00
28	Gambia, The	         360.00
29	Kenya	         360.00
30	Benin	         350.00
31	Ethiopia	         350.00
32	Ghana	         350.00
33	Haiti	         350.00
34	Rwanda	         340.00
35	Swaziland	         320.00
36	Uganda	         310.00
37	Timor-Leste	         300.00
38	Burkina Faso	         300.00
39	Togo	         300.00
40	South Africa	         300.00
41	Guyana	         280.00
42	Comoros	         280.00
43	Pakistan	         260.00
44	Cambodia	         250.00
45	Bangladesh	         240.00
46	Equatorial Guinea	         240.00
47	Eritrea	         240.00
48	Madagascar	         240.00
49	Gabon	         230.00
50	Papua New Guinea	         230.00
51	Indonesia	         220.00
52	Burma	         200.00
53	Djibouti	         200.00
54	India	         200.00
55	Namibia	         200.00
56	Yemen	         200.00
57	Belarus	         190.00
58	Bhutan	         180.00
59	Bolivia	         180.00
60	Nepal	         170.00
61	Botswana	         160.00
62	Dominican Republic	         150.00
63	Suriname	         130.00
64	Guatemala	         120.00
65	Tonga	         110.00
66	Ecuador	         110.00
67	Jamaica	         110.00
68	Vanuatu	         110.00
69	Micronesia, Federated States of	         100.00
70	Morocco	         100.00
71	Samoa	         100.00
72	Honduras	         100.00
73	Philippines	          99.00
74	Paraguay	          99.00
75	Algeria	          97.00
76	Nicaragua	          95.00
77	Solomon Islands	          93.00
78	Venezuela	          92.00
79	Panama	          92.00
80	Colombia	          92.00
81	El Salvador	          81.00
82	Korea, North	          81.00
83	Cape Verde	          79.00
84	Argentina	          77.00
85	Cuba	          73.00
86	Kyrgyzstan	          71.00
87	Sao Tome and Principe	          70.00
88	Syria	          70.00
89	Turkmenistan	          67.00
90	Georgia	          67.00
91	Peru	          67.00
92	Egypt	          66.00
93	Tajikistan	          65.00
94	West Bank	          64.00
95	Gaza Strip	          64.00
96	Iraq	          63.00
97	Jordan	          63.00
98	Mongolia	          63.00
99	Mauritius	          60.00
100	Maldives	          60.00
101	Vietnam	          59.00
102	Libya	          58.00
103	Tunisia	          56.00
104	Brazil	          56.00
105	Belize	          53.00
106	Kazakhstan	          51.00
107	Barbados	          51.00
108	Mexico	          50.00
109	Saint Vincent and the Grenadines	          48.00
110	Thailand	          48.00
111	Bahamas, The	          47.00
112	Trinidad and Tobago	          46.00
113	Azerbaijan	          43.00
114	Moldova	          41.00
115	Costa Rica	          40.00
116	China	          37.00
117	Sri Lanka	          35.00
118	Saint Lucia	          35.00
119	Latvia	          34.00
120	Russia	          34.00
121	Oman	          32.00
122	Ukraine	          32.00
123	Armenia	          30.00
124	Uruguay	          29.00
125	Malaysia	          29.00
126	Uzbekistan	          28.00
127	Albania	          27.00
128	Romania	          27.00
129	Fiji	          26.00
130	Lebanon	          25.00
131	Chile	          25.00
132	Grenada	          24.00
133	Saudi Arabia	          24.00
134	Brunei	          24.00
135	Iran	          21.00
136	United States	          21.00
137	Hungary	          21.00
138	Puerto Rico	          20.00
139	Bahrain	          20.00
140	Turkey	          20.00
141	Luxembourg	          20.00
142	Croatia	          17.00
143	Korea, South	          16.00
144	New Zealand	          15.00
145	Kuwait	          14.00
146	United Kingdom	          12.00
147	Slovenia	          12.00
148	United Arab Emirates	          12.00
149	Serbia	          12.00
150	Canada	          12.00
151	Denmark	          12.00
152	Bulgaria	          11.00
153	Macedonia	          10.00
154	Cyprus	          10.00
155	Kiribati	           9.00
156	Bosnia and Herzegovina	           8.00
157	France	           8.00
158	Belgium	           8.00
159	Malta	           8.00
160	Switzerland	           8.00
161	Lithuania	           8.00
162	Montenegro	           8.00
163	Portugal	           8.00
164	Israel	           7.00
165	Germany	           7.00
166	Australia	           7.00
167	Qatar	           7.00
168	Norway	           7.00
169	Ireland	           6.00
170	Netherlands	           6.00
171	Slovakia	           6.00
172	Spain	           6.00
173	Japan	           5.00
174	Czech Republic	           5.00
175	Poland	           5.00
176	Iceland	           5.00
177	Finland	           5.00
178	Sweden	           4.00
179	Austria	           4.00
180	Italy	           4.00
181	Greece	           3.00
182	Singapore	           3.00
183	Estonia	           2.00
