1	Timor-Leste	          45.30
2	India	          43.50
3	Yemen	          43.10
4	Bangladesh	          41.30
5	Niger	          39.90
6	Madagascar	          36.80
7	Burundi	          35.20
8	Eritrea	          34.50
9	Chad	          33.90
10	Afghanistan	          32.90
11	Somalia	          32.80
12	Sudan	          31.70
13	Laos	          31.60
14	Pakistan	          30.90
15	Djibouti	          29.60
16	Cote d'Ivoire	          29.40
17	Ethiopia	          29.20
18	Nepal	          29.10
19	Cambodia	          29.00
20	Congo, Democratic Republic of the	          28.20
21	Central African Republic	          28.00
22	Mali	          27.90
23	Nigeria	          26.70
24	Burkina Faso	          26.00
25	Comoros	          25.00
26	Burma	          22.60
27	Sri Lanka	          21.60
28	Sierra Leone	          21.30
29	Guinea	          20.80
30	Philippines	          20.70
31	Korea, North	          20.60
32	Togo	          20.50
33	Liberia	          20.40
34	Benin	          20.20
35	Vietnam	          20.20
36	Indonesia	          19.60
37	Senegal	          19.20
38	Haiti	          18.90
39	Mozambique	          18.30
40	Papua New Guinea	          18.10
41	Maldives	          17.80
42	Namibia	          17.50
43	Guinea-Bissau	          17.20
44	Tanzania	          16.70
45	Cameroon	          16.60
46	Uganda	          16.40
47	Kenya	          16.40
48	Mauritania	          15.90
49	Gambia, The	          15.80
50	Angola	          15.60
51	Tajikistan	          15.00
52	Zambia	          14.90
53	Sao Tome and Principe	          14.40
54	Ghana	          14.30
55	Malawi	          13.80
56	Lesotho	          13.50
57	Guatemala	          13.00
58	Malaysia	          12.90
59	Bhutan	          12.70
60	Congo, Republic of the	          11.80
61	Vanuatu	          11.70
62	Rwanda	          11.70
63	South Africa	          11.60
64	Solomon Islands	          11.50
65	Botswana	          11.20
66	Guyana	          11.10
67	Equatorial Guinea	          10.60
68	Zimbabwe	          10.10
69	Syria	          10.10
70	Gabon	           8.80
71	Honduras	           8.60
72	Oman	           8.60
73	Azerbaijan	           8.40
74	Suriname	           7.50
75	Iraq	           7.10
76	Thailand	           7.00
77	Egypt	           6.80
78	El Salvador	           6.60
79	Albania	           6.30
80	Ecuador	           6.20
81	Swaziland	           6.10
82	Uruguay	           6.00
83	Nicaragua	           5.70
84	Libya	           5.60
85	Armenia	           5.30
86	Mongolia	           5.30
87	Saudi Arabia	           5.30
88	Belize	           4.90
89	Kazakhstan	           4.90
90	Nauru	           4.80
91	Iran	           4.60
92	Bolivia	           4.50
93	Peru	           4.50
94	Trinidad and Tobago	           4.40
95	Uzbekistan	           4.40
96	Lebanon	           4.20
97	Panama	           3.90
98	Venezuela	           3.70
99	Algeria	           3.70
100	Romania	           3.50
101	Turkey	           3.50
102	Paraguay	           3.40
103	Mexico	           3.40
104	Dominican Republic	           3.40
105	Cuba	           3.40
106	Colombia	           3.40
107	China	           3.40
108	Singapore	           3.30
109	Tunisia	           3.30
110	Moldova	           3.20
111	Morocco	           3.10
112	Kyrgyzstan	           2.70
113	Argentina	           2.30
114	Montenegro	           2.20
115	West Bank	           2.20
116	Brazil	           2.20
117	Czech Republic	           2.00
118	Jamaica	           1.90
119	Jordan	           1.90
120	Macedonia	           1.80
121	Serbia	           1.80
122	Kuwait	           1.70
123	Tuvalu	           1.60
124	Bosnia and Herzegovina	           1.60
125	Bulgaria	           1.60
126	Belarus	           1.30
127	United States	           1.30
128	Georgia	           1.10
129	Germany	           1.10
130	Costa Rica	           1.10
131	Ukraine	           0.90
132	Chile	           0.50
