1	Korea, South	         510.00
2	United States	         126.00
3	Indonesia	          76.00
4	Antarctica	          53.00
5	China	          50.00
6	Russia	          48.00
7	India	          41.00
8	Taiwan	          32.00
9	Canada	          27.00
10	Pakistan	          24.00
11	Korea, North	          23.00
12	Germany	          22.00
13	Iran	          21.00
14	Turkey	          20.00
15	Iraq	          20.00
16	Japan	          15.00
17	Brazil	          13.00
18	Saudi Arabia	          10.00
19	Afghanistan	          10.00
20	Spain	          10.00
21	Burma	           9.00
22	Cyprus	           9.00
23	Hong Kong	           9.00
24	Greece	           9.00
25	United Kingdom	           9.00
26	New Caledonia	           8.00
27	Timor-Leste	           8.00
28	Ukraine	           7.00
29	Syria	           6.00
30	Bosnia and Herzegovina	           6.00
31	Sudan	           6.00
32	Poland	           6.00
33	Egypt	           6.00
34	Thailand	           6.00
35	United Arab Emirates	           5.00
36	Italy	           5.00
37	Nigeria	           5.00
38	Kuwait	           4.00
39	Romania	           4.00
40	Peru	           4.00
41	Algeria	           3.00
42	Bangladesh	           3.00
43	Solomon Islands	           3.00
44	Brunei	           3.00
45	Hungary	           3.00
46	Venezuela	           3.00
47	Kazakhstan	           3.00
48	Oman	           3.00
49	Malaysia	           3.00
50	Spratly Islands	           3.00
51	Panama	           3.00
52	Israel	           3.00
53	Argentina	           2.00
54	Sweden	           2.00
55	Colombia	           2.00
56	Ecuador	           2.00
57	El Salvador	           2.00
58	Georgia	           2.00
59	Kosovo	           2.00
60	Libya	           2.00
61	Macau	           2.00
62	Malta	           2.00
63	Papua New Guinea	           2.00
64	Serbia	           2.00
65	Philippines	           2.00
66	Sierra Leone	           2.00
67	Bulgaria	           2.00
68	Azerbaijan	           1.00
69	Vietnam	           1.00
70	Angola	           1.00
71	Australia	           1.00
72	Austria	           1.00
73	Bahrain	           1.00
74	Belgium	           1.00
75	Bahamas, The	           1.00
76	Belarus	           1.00
77	Burundi	           1.00
78	Cambodia	           1.00
79	Sri Lanka	           1.00
80	Congo, Democratic Republic of the	           1.00
81	Chile	           1.00
82	Northern Mariana Islands	           1.00
83	Dominican Republic	           1.00
84	Estonia	           1.00
85	Eritrea	           1.00
86	Czech Republic	           1.00
87	French Polynesia	           1.00
88	France	           1.00
89	Guatemala	           1.00
90	Gaza Strip	           1.00
91	Croatia	           1.00
92	Cote d'Ivoire	           1.00
93	Jordan	           1.00
94	Latvia	           1.00
95	Slovakia	           1.00
96	Luxembourg	           1.00
97	Mongolia	           1.00
98	Montenegro	           1.00
99	Monaco	           1.00
100	Morocco	           1.00
101	Mexico	           1.00
102	Netherlands	           1.00
103	Norway	           1.00
104	South Sudan	           1.00
105	Qatar	           1.00
106	Seychelles	           1.00
107	South Africa	           1.00
108	Svalbard	           1.00
109	Switzerland	           1.00
110	Turkmenistan	           1.00
111	Albania	           1.00
