1	Brazil	        8,233.00
2	Russia	        4,508.00
3	United States	        3,069.00
4	Canada	        2,902.00
5	China	        2,840.00
6	Colombia	        2,132.00
7	Indonesia	        2,019.00
8	Peru	        1,913.00
9	India	        1,911.00
10	Congo, Democratic Republic of the	        1,283.00
11	Venezuela	        1,233.00
12	Bangladesh	        1,227.00
13	Burma	        1,168.00
14	Chile	         922.00
15	Vietnam	         884.10
16	Congo, Republic of the	         832.00
17	Argentina	         814.00
18	Papua New Guinea	         801.00
19	Bolivia	         622.50
20	Malaysia	         580.00
21	Australia	         492.00
22	Philippines	         479.00
23	Cambodia	         476.10
24	Mexico	         457.20
25	Thailand	         438.60
26	Japan	         430.00
27	Ecuador	         424.40
28	Norway	         382.00
29	Madagascar	         337.00
30	Paraguay	         336.00
31	Laos	         333.50
32	New Zealand	         327.00
33	Nigeria	         286.20
34	Cameroon	         285.50
35	Pakistan	         246.80
36	Guyana	         241.00
37	Liberia	         232.00
38	Guinea	         226.00
39	Mozambique	         217.10
40	Romania	         211.90
41	Turkey	         211.60
42	France	         211.00
43	Nepal	         210.20
44	Nicaragua	         196.60
45	Italy	         191.30
46	Sweden	         174.00
47	Iceland	         170.00
48	Gabon	         164.00
49	Serbia	         162.20
50	Sierra Leone	         160.00
51	Germany	         154.00
52	Angola	         148.00
53	Panama	         148.00
54	United Kingdom	         147.00
55	Central African Republic	         144.40
56	Ukraine	         139.60
57	Uruguay	         139.00
58	Iran	         137.00
59	Ethiopia	         122.00
60	Suriname	         122.00
61	Costa Rica	         112.40
62	Spain	         111.50
63	Guatemala	         111.30
64	Finland	         110.00
65	Kazakhstan	         107.50
66	Croatia	         105.50
67	Zambia	         105.20
68	Hungary	         104.00
69	Mali	         100.00
70	Tanzania	          96.27
71	Honduras	          95.93
72	Netherlands	          91.00
73	Iraq	          89.86
74	Cote d'Ivoire	          81.14
75	Bhutan	          78.00
76	Austria	          77.70
77	Korea, North	          77.15
78	Greece	          74.25
79	Korea, South	          69.70
80	Portugal	          68.70
81	Taiwan	          67.00
82	Uganda	          66.00
83	Afghanistan	          65.33
84	Sudan	          64.50
85	Georgia	          63.33
86	Poland	          61.60
87	Belarus	          58.00
88	Egypt	          57.30
89	Switzerland	          53.50
90	Ghana	          53.20
91	Sri Lanka	          52.80
92	Ireland	          52.00
93	South Africa	          51.40
94	Slovakia	          50.10
95	Uzbekistan	          48.87
96	Solomon Islands	          44.70
97	Chad	          43.00
98	Albania	          41.70
99	Senegal	          38.80
100	Cuba	          38.12
101	Bosnia and Herzegovina	          37.50
102	Latvia	          35.45
103	Mongolia	          34.80
104	Azerbaijan	          34.68
105	Niger	          33.65
106	Slovenia	          31.87
107	Guinea-Bissau	          31.00
108	Kenya	          30.70
109	Morocco	          29.00
110	Fiji	          28.55
111	Benin	          26.39
112	Equatorial Guinea	          26.00
113	El Salvador	          25.23
114	Lithuania	          24.90
115	Turkmenistan	          24.77
116	Kyrgyzstan	          23.62
117	Tajikistan	          21.91
118	Bulgaria	          21.30
119	Dominican Republic	          21.00
120	Zimbabwe	          20.00
121	Belize	          18.55
122	Belgium	          18.30
123	Namibia	          17.72
124	Malawi	          17.28
125	Syria	          16.80
126	Togo	          14.70
127	Somalia	          14.70
128	Haiti	          14.03
129	Czech Republic	          13.15
130	Estonia	          12.81
131	Burundi	          12.54
132	Burkina Faso	          12.50
133	Botswana	          12.24
134	Algeria	          11.67
135	Moldova	          11.65
136	Mauritania	          11.40
137	Rwanda	           9.50
138	Jamaica	           9.40
139	Brunei	           8.50
140	Gambia, The	           8.00
141	Armenia	           7.77
142	Macedonia	           6.40
143	Eritrea	           6.30
144	Denmark	           6.00
145	Tunisia	           4.60
146	Swaziland	           4.51
147	Lebanon	           4.50
148	Trinidad and Tobago	           3.84
149	Luxembourg	           3.10
150	Lesotho	           3.02
151	Mauritius	           2.75
152	Saudi Arabia	           2.40
153	Yemen	           2.10
154	Israel	           1.78
155	Oman	           1.40
156	Comoros	           1.20
157	Jordan	           0.94
158	Cyprus	           0.78
159	Libya	           0.70
160	Singapore	           0.60
161	Cape Verde	           0.30
162	Djibouti	           0.30
163	United Arab Emirates	           0.15
164	Bahrain	           0.12
165	Barbados	           0.08
166	Qatar	           0.06
167	Antigua and Barbuda	           0.05
168	Malta	           0.05
169	Maldives	           0.03
170	Saint Kitts and Nevis	           0.02
171	Kuwait	           0.02
172	Bahamas, The	           0.02
