1	South Africa	        5,600,000
2	Nigeria	        3,300,000
3	India	        2,400,000
4	Kenya	        1,500,000
5	Mozambique	        1,400,000
6	Tanzania	        1,400,000
7	Zimbabwe	        1,200,000
8	Uganda	        1,200,000
9	United States	        1,200,000
10	Russia	         980,000
11	Zambia	         980,000
12	Malawi	         920,000
13	China	         740,000
14	Cameroon	         610,000
15	Thailand	         530,000
16	Cote d'Ivoire	         450,000
17	Ukraine	         350,000
18	Botswana	         320,000
19	Indonesia	         310,000
20	Lesotho	         290,000
21	Vietnam	         280,000
22	Sudan	         260,000
23	Ghana	         260,000
24	Burma	         240,000
25	Mexico	         220,000
26	Chad	         210,000
27	Angola	         200,000
28	Burundi	         180,000
29	Swaziland	         180,000
30	Namibia	         180,000
31	Rwanda	         170,000
32	Colombia	         160,000
33	France	         150,000
34	Italy	         140,000
35	Spain	         130,000
36	Central African Republic	         130,000
37	Haiti	         120,000
38	Togo	         120,000
39	Argentina	         110,000
40	Burkina Faso	         110,000
41	Malaysia	         100,000
42	Pakistan	          98,000
43	Iran	          92,000
44	United Kingdom	          85,000
45	Guinea	          79,000
46	Congo, Republic of the	          77,000
47	Mali	          76,000
48	Peru	          75,000
49	Canada	          68,000
50	Germany	          67,000
51	Nepal	          64,000
52	Cambodia	          63,000
53	Guatemala	          62,000
54	Niger	          61,000
55	Benin	          60,000
56	Senegal	          59,000
57	Dominican Republic	          57,000
58	Sierra Leone	          49,000
59	Gabon	          46,000
60	Portugal	          42,000
61	Chile	          40,000
62	Honduras	          39,000
63	Ecuador	          37,000
64	Liberia	          37,000
65	Somalia	          34,000
66	Papua New Guinea	          34,000
67	El Salvador	          34,000
68	Jamaica	          32,000
69	Uzbekistan	          28,000
70	Poland	          27,000
71	Morocco	          26,000
72	Eritrea	          25,000
73	Madagascar	          24,000
74	Netherlands	          22,000
75	Guinea-Bissau	          22,000
76	Equatorial Guinea	          20,000
77	Australia	          20,000
78	Panama	          20,000
79	Algeria	          18,000
80	Gambia, The	          18,000
81	Switzerland	          18,000
82	Belarus	          17,000
83	Romania	          16,000
84	Austria	          15,000
85	Trinidad and Tobago	          15,000
86	Belgium	          14,000
87	Djibouti	          14,000
88	Mauritania	          14,000
89	Kazakhstan	          13,000
90	Paraguay	          13,000
91	Yemen	          12,000
92	Bolivia	          12,000
93	Moldova	          12,000
94	Egypt	          11,000
95	Libya	          10,000
96	Uruguay	           9,900
97	Estonia	           9,900
98	Costa Rica	           9,800
99	Kyrgyzstan	           9,800
100	Korea, South	           9,500
101	Tajikistan	           9,100
102	Mauritius	           8,800
103	Greece	           8,800
104	Philippines	           8,700
105	Latvia	           8,600
106	Laos	           8,500
107	Sweden	           8,100
108	Japan	           8,100
109	Israel	           7,500
110	Puerto Rico	           7,397
111	Cuba	           7,100
112	Ireland	           6,900
113	Nicaragua	           6,900
114	Bahamas, The	           6,600
115	Serbia	           6,400
116	Bangladesh	           6,300
117	Guyana	           5,900
118	Denmark	           5,300
119	Belize	           4,800
120	Turkey	           4,600
121	Norway	           4,000
122	Bulgaria	           3,800
123	Suriname	           3,700
124	Lebanon	           3,600
125	Azerbaijan	           3,600
126	Georgia	           3,500
127	Singapore	           3,400
128	Hungary	           3,000
129	Sri Lanka	           2,800
130	Hong Kong	           2,600
131	Finland	           2,600
132	New Zealand	           2,500
133	Tunisia	           2,400
134	Barbados	           2,100
135	Czech Republic	           2,000
136	Armenia	           1,900
137	Lithuania	           1,200
138	Oman	           1,100
139	Cyprus	           1,000
140	Slovenia	           1,000
141	Fiji	           1,000
142	Bhutan	           1,000
143	Iceland	           1,000
144	Croatia	           1,000
145	Luxembourg	           1,000
146	Bosnia and Herzegovina	            900
147	Cape Verde	            775
148	Bahrain	            600
149	Jordan	            600
150	Slovakia	            500
151	Iraq	            500
152	Comoros	            500
153	Syria	            500
154	Malta	            500
155	Mongolia	            500
156	Turkmenistan	            200
157	Brunei	            200
158	Macedonia	            200
159	Qatar	            200
160	Bermuda	            163
161	Maldives	            100
162	Greenland	            100
163	Svalbard	              0
